event	time	athlete	year	gender
rasos100	11.47	ShashaleeFORBES	2017	Female
rasos100	11.47	OlesyaPOVH	2017	Female
rasos100	11.47	AmyFOSTER	2017	Female
rasos100	11.47	KeshiaBeverlyKWADWO	2017	Female
rasos100	11.47	SaloméKORA	2017	Female
rasos100	11.47	OrlannOMBISSADZANGUE	2017	Female
rasos100	11.47	MarisolNarcisaLANDÁZURI	2017	Female
rasos100	11.47	CassidyWILLIAMSON	2018	Female
rasos100	11.47	TebogoMAMATHU	2018	Female
rasos100	11.47	ÁngelaGabrielaTENORIO	2018	Female
rasos100	11.47	AshtonPURVIS	2018	Female
rasos100	11.47	KiaraPARKER	2018	Female
rasos100	11.47	RafaliaSPANOUDAKICHATZIRIGA	2018	Female
rasos100	11.47	ZainabSANNI	2018	Female
rasos100	11.47	AnaviaBATTLE	2018	Female
rasos100	11.47	TyrikaLEE	2018	Female
rasos100	11.47	AlexandraTOTH	2018	Female
rasos100	11.47	AbbySTEINER	2018	Female
rasos100	11.47	DeannaNOWLING	2018	Female
rasos100	11.47	JasminREED	2018	Female
rasos100	11.47	JaylaKIRKLAND	2018	Female
rasos100	11.47	GraceSTARK	2018	Female
rasos100	11.47	RosângelaSANTOS	2018	Female
rasos100	11.47	LorraineMARTINS	2018	Female
rasos100	11.47	KristalAWUAH	2018	Female
rasos100	11.47	TiffanyEIDNER	2018	Female
rasos100	11.47	JenniferMONTAG	2018	Female
rasos100	11.47	DianaVAISMAN	2018	Female
rasos100	11.47	LeyaBUCHANAN	2018	Female
rasos100	11.47	NasraneBACAR	2018	Female
rasos100	11.47	KristinaSIVKOVA	2018	Female
rasos100	11.47	KaylinWHITNEY	2018	Female
rasos100	11.47	SaloméKORA	2018	Female
rasos100	11.47	MagdalenaSTEFANOWICZ	2018	Female
rasos100	11.47	IreneSIRAGUSA	2018	Female
rasos100	11.47	AjlaDELPONTE	2018	Female
rasos100	11.47	NaomiSEDNEY	2018	Female
rasos100	11.47	JuraLEVY	2018	Female
rasos100	11.47	ShannonHYLTON	2018	Female
rasos100	11.47	KerronSTEWART	2018	Female
rasos100	11.47	BlessingOKAGBAREIGHOTEGUONOR	2018	Female
rasos100	11.47	AndressaMOREIRAFIDELIS	2018	Female
rasos100	11.47	ACHANDRALEKHA	2018	Female
rasos100	11.48	MiguelinaCOBIÁN	1968	Female
rasos100	11.48	EllenSTREIDT	1972	Female
rasos100	11.48	IvankaVALKOVA	1972	Female
rasos100	11.48	ChristineHEINICH	1974	Female
rasos100	11.48	ElviraPOßEKEL	1976	Female
rasos100	11.48	LindaHAGLUND	1976	Female
rasos100	11.48	BärbelLOCKHOFFSCHÖLZEL	1977	Female
rasos100	11.48	EvelynASHFORD	1977	Female
rasos100	11.48	IrenaSZEWINSKA	1979	Female
rasos100	11.48	EmmaSULTER	1980	Female
rasos100	11.48	JacquelinePUSEY	1980	Female
rasos100	11.48	MonikaHIRSCH	1981	Female
rasos100	11.48	DawnSOWELL	1983	Female
rasos100	11.48	ElsVADER	1983	Female
rasos100	11.48	BevCALLENDER	1983	Female
rasos100	11.48	ShirleyTHOMAS	1983	Female
rasos100	11.48	NatalyaVORONOVA	1983	Female
rasos100	11.48	DebbieWELLS	1984	Female
rasos100	11.48	NelliCOOMAN	1984	Female
rasos100	11.48	JeanetteBOLDEN	1984	Female
rasos100	11.48	AngelaBAILEY	1985	Female
rasos100	11.48	GraceJACKSONSMALL	1987	Female
rasos100	11.48	LaurenceBILY	1988	Female
rasos100	11.48	ZoyaSOKOLOVA	1989	Female
rasos100	11.48	UlrikeSARVARI	1990	Female
rasos100	11.48	MichelleBURRELLFINN	1991	Female
rasos100	11.48	ZhannaTARNOPOLSKAYA	1991	Female
rasos100	11.48	MichelleBURRELLFINN	1991	Female
rasos100	11.48	PaulineDAVISTHOMPSON	1992	Female
rasos100	11.48	DelphineCOMBE	2000	Female
rasos100	11.48	RachitaMISTRY	2000	Female
rasos100	11.48	EstherMÖLLER	2000	Female
rasos100	11.48	LaTashaJENKINS	2000	Female
rasos100	11.48	KarinMAYRKRIFKA	2000	Female
rasos100	11.48	EldeceCLARKELEWIS	2000	Female
rasos100	11.48	LyubovPEREPELOVA	2000	Female
rasos100	11.48	MonicaTWUM	2000	Female
rasos100	11.48	IdailaHECHAVARRÍA	2001	Female
rasos100	11.48	BriannaGLENN	2001	Female
rasos100	11.48	KaterinaTHANOU	2001	Female
rasos100	11.48	CatherineMURPHY	2001	Female
rasos100	11.48	VernattaLESFORIS	2001	Female
rasos100	11.48	AbiodunOYEPITAN	2001	Female
rasos100	11.48	KatiaBENTH	2001	Female
rasos100	11.48	JimyriaHICKS	2001	Female
rasos100	11.48	SseretaLAFAYETTE	2001	Female
rasos100	11.48	TiffanyGREEN	2001	Female
rasos100	11.48	AbiodunOYEPITAN	2001	Female
rasos100	11.48	XiujunZENG	2001	Female
rasos100	11.48	FrédériqueBANGUE	2001	Female
rasos100	11.48	VukosavaÐAPIC	2001	Female
rasos100	11.48	PetyaPENDAREVA	2001	Female
rasos100	11.48	EricaWHIPPLE	2001	Female
rasos100	11.48	GritBREUER	2001	Female
rasos100	11.48	BriannaGLENN	2001	Female
rasos100	11.48	KimGEVAERT	2001	Female
rasos100	11.48	ShaniANDERSON	2001	Female
rasos100	11.48	ShaniANDERSON	2001	Female
rasos100	11.48	IrinaPUKHA	2001	Female
rasos100	11.48	OksanaEKK	2001	Female
rasos100	11.48	NadinePALMER	2001	Female
rasos100	11.48	MelaniePASCHKE	2001	Female
rasos100	11.48	MelaniePASCHKE	2001	Female
rasos100	11.48	MarionWAGNER	2001	Female
rasos100	11.48	KatchiHABEL	2001	Female
rasos100	11.48	LilianaALLEN	2001	Female
rasos100	11.48	MarciaRICHARDSON	2001	Female
rasos100	11.48	SarahWILHELMY	2001	Female
rasos100	11.48	VirgenBENAVIDES	2001	Female
rasos100	11.48	HanitriniainaRAKOTONDRABE	2001	Female
rasos100	11.48	GabiROCKMEIER	2001	Female
rasos100	11.48	MarinaKISLOVA	2001	Female
rasos100	11.48	MireilleDONDERS	2001	Female
rasos100	11.48	PatriciaGIRARD	2001	Female
rasos100	11.48	AnneishaMCLAUGHLINWHILBY	2002	Female
rasos100	11.48	StephanieDURST	2002	Female
rasos100	11.48	AmandiRHETT	2002	Female
rasos100	11.48	TahesiaHARRIGANSCOTT	2002	Female
rasos100	11.48	LaurynWILLIAMS	2002	Female
rasos100	11.48	LakeeshaWHITE	2002	Female
rasos100	11.48	WyllesheiaMYRICK	2002	Female
rasos100	11.48	AishaMORGAN	2002	Female
rasos100	11.48	AkselGÜRCAN	2002	Female
rasos100	11.48	AllysonFELIX	2002	Female
rasos100	11.48	MarionWAGNER	2002	Female
rasos100	11.48	TiffanyGREEN	2002	Female
rasos100	11.48	LaurynWILLIAMS	2002	Female
rasos100	11.48	EnduranceOJOKOLO	2002	Female
rasos100	11.48	EnduranceOJOKOLO	2002	Female
rasos100	11.48	KarinMAYRKRIFKA	2002	Female
rasos100	11.48	AlenkaBIKAR	2002	Female
rasos100	11.48	SanyaRICHARDSROSS	2002	Female
rasos100	11.48	GabiROCKMEIER	2002	Female
rasos100	11.48	BriannaGLENN	2002	Female
rasos100	11.48	GuzelKHUBBIEVA	2002	Female
rasos100	11.48	YuliyaNESTERENKO	2002	Female
rasos100	11.48	AgnéVISOCKAITÉEGGERTH	2002	Female
rasos100	11.48	DianeALLAHGREENHAWKINS	2002	Female
rasos100	11.48	MarshevetHOOKER	2002	Female
rasos100	11.48	MelaniePASCHKE	2002	Female
rasos100	11.48	SinaSCHIELKE	2002	Female
rasos100	11.48	AstiaWALKER	2002	Female
rasos100	11.48	JohannaMANNINEN	2002	Female
rasos100	11.48	AidaDIOP	2002	Female
rasos100	11.48	BriannaGLENN	2002	Female
rasos100	11.48	MelaniePASCHKE	2002	Female
rasos100	11.48	LaurenHEWITT	2002	Female
rasos100	11.48	GeraldinePILLAY	2003	Female
rasos100	11.48	KerronSTEWART	2003	Female
rasos100	11.48	LaKadronIVERY	2003	Female
rasos100	11.48	ShanaROBINSON	2003	Female
rasos100	11.48	AbiodunOYEPITAN	2003	Female
rasos100	11.48	AmandiRHETT	2003	Female
rasos100	11.48	KeenanGIBSON	2003	Female
rasos100	11.48	LaVerneJONESFERRETTE	2003	Female
rasos100	11.48	RikiHOLLAND	2003	Female
rasos100	11.48	AnanikCLARKE	2003	Female
rasos100	11.48	MariliaGREGORIOU	2003	Female
rasos100	11.48	ShalondaSOLOMON	2003	Female
rasos100	11.48	AminataDIOUF	2003	Female
rasos100	11.48	KellyAnnBAPTISTE	2003	Female
rasos100	11.48	MunaLEE	2003	Female
rasos100	11.48	LaurynWILLIAMS	2003	Female
rasos100	11.48	NatashaJOEMAYERS	2003	Female
rasos100	11.48	MelaniePASCHKE	2003	Female
rasos100	11.48	VidaANIM	2003	Female
rasos100	11.48	DanielleBROWNING	2003	Female
rasos100	11.48	MelaniePASCHKE	2003	Female
rasos100	11.48	GeraldinePILLAY	2003	Female
rasos100	11.48	FrancielaDASGRACASKRASUCKI	2012	Female
rasos100	11.48	ViktoriyaZYABKINA	2012	Female
rasos100	11.48	AnthoniqueSTRACHAN	2012	Female
rasos100	11.48	AnyikaONUORA	2012	Female
rasos100	11.48	SereneWILLIAMS	2012	Female
rasos100	11.48	AudreyALLOH	2012	Female
rasos100	11.48	DarshayDAVIS	2012	Female
rasos100	11.48	AudreyALLOH	2012	Female
rasos100	11.48	ToriBOWIE	2012	Female
rasos100	11.48	KaterinaCECHOVÁ	2012	Female
rasos100	11.48	MyriamSOUMARE	2012	Female
rasos100	11.48	MichelleLeeAHYE	2012	Female
rasos100	11.48	LeslieCOLE	2012	Female
rasos100	11.48	AyodeleIKUESAN	2012	Female
rasos100	11.48	TamirisDELIZ	2012	Female
rasos100	11.48	NimetKARAKUS	2012	Female
rasos100	11.48	AudreyALLOH	2012	Female
rasos100	11.48	CarrieRUSSELL	2012	Female
rasos100	11.48	SarahGOUJON	2012	Female
rasos100	11.48	AnneCIBIS	2012	Female
rasos100	11.48	MarionWAGNER	2012	Female
rasos100	11.48	YongliWEI	2012	Female
rasos100	11.48	CarimaLOUAMI	2012	Female
rasos100	11.48	ChastityRIGGIEN	2013	Female
rasos100	11.48	TaylorEVANS	2013	Female
rasos100	11.48	AkawkawNDIPAGBOR	2013	Female
rasos100	11.48	CharsityTIGGIEN	2013	Female
rasos100	11.48	NadinePALMER	2013	Female
rasos100	11.48	KyliePRICE	2013	Female
rasos100	11.48	NataliaPOHREBNIAK	2013	Female
rasos100	11.48	VéroniqueMANG	2013	Female
rasos100	11.48	MargretHARRIS	2013	Female
rasos100	11.48	SophiePAPPS	2013	Female
rasos100	11.48	OlgaSAFRONOVA	2013	Female
rasos100	11.48	AriannaWASHINGTON	2013	Female
rasos100	11.48	YongliWEI	2013	Female
rasos100	11.48	LekeishaLAWSON	2013	Female
rasos100	11.48	CrystalEMMANUEL	2013	Female
rasos100	11.48	GeronneBLACK	2013	Female
rasos100	11.48	AshaPHILIP	2013	Female
rasos100	11.48	JessicaYOUNGWARREN	2013	Female
rasos100	11.48	AurieyallSCOTT	2013	Female
rasos100	11.48	AriannaWASHINGTON	2013	Female
rasos100	11.48	WeronikaWEDLER	2013	Female
rasos100	11.48	LouiseBLOOR	2013	Female
rasos100	11.48	MontellDOUGLAS	2013	Female
rasos100	11.48	MarielySÁNCHEZ	2013	Female
rasos100	11.48	LinaGRINCIKAITÉSAMUOLÉ	2013	Female
rasos100	11.48	ArialisJosefaGANDULLA	2013	Female
rasos100	11.48	YujiaTAO	2013	Female
rasos100	11.48	YongliWEI	2013	Female
rasos100	11.48	IvetLALOVACOLLIO	2013	Female
rasos100	11.48	YujiaTAO	2013	Female
rasos100	11.48	YongliWEI	2013	Female
rasos100	11.48	AdaUDAYA	2014	Female
rasos100	11.48	MareciaPEMBERTON	2014	Female
rasos100	11.48	MichelleLeeAHYE	2014	Female
rasos100	11.48	CierraWHITE	2014	Female
rasos100	11.48	MarikaBROWN	2014	Female
rasos100	11.48	AshaPHILIP	2014	Female
rasos100	11.48	KaylinWHITNEY	2014	Female
rasos100	11.48	MelissaBREEN	2014	Female
rasos100	11.48	RebekkaHAASE	2014	Female
rasos100	11.48	KaiSELVON	2014	Female
rasos100	11.48	TawannaMEADOWS	2014	Female
rasos100	11.48	RaneeRICKETTS	2014	Female
rasos100	11.48	MahagonyJONES	2014	Female
rasos100	11.48	JenniferMADU	2014	Female
rasos100	11.48	EliecithPALACIOS	2014	Female
rasos100	11.48	KatarynaGANCHAR	2014	Female
rasos100	11.48	OctaviousFREEMAN	2014	Female
rasos100	11.48	AyodeleIKUESAN	2014	Female
rasos100	11.48	HiriyurManjunathJYOTHI	2014	Female
rasos100	11.48	MadieaGHAFOOR	2014	Female
rasos100	11.48	BiancaWILLIAMS	2014	Female
rasos100	11.48	MorolakeAKINOSUN	2014	Female
rasos100	11.48	AudreySEGREE	2014	Female
rasos100	11.48	BiancaWILLIAMS	2014	Female
rasos100	11.48	ChisatoFUKUSHIMA	2014	Female
rasos100	11.48	SamanthaHENRYROBINSON	2014	Female
rasos100	11.48	CarolleZAHI	2014	Female
rasos100	11.48	TawannaMEADOWS	2014	Female
rasos100	11.48	MarisaLAVANCHY	2014	Female
rasos100	11.48	CleoVANBUREN	2014	Female
rasos100	11.48	CarlaTAVARES	2014	Female
rasos100	11.48	OliviaBORLÉE	2014	Female
rasos100	11.48	KaylinWHITNEY	2014	Female
rasos100	11.48	DesireeHENRY	2014	Female
rasos100	11.48	JosefinaELSLER	2014	Female
rasos100	11.48	MariaGATOU	2014	Female
rasos100	11.48	CarlaTAVARES	2014	Female
rasos100	11.48	FannyAPPESEKANGA	2014	Female
rasos100	11.48	TatjanaPINTO	2014	Female
rasos100	11.48	ÁngelaGabrielaTENORIO	2014	Female
rasos100	11.48	ShalondaSOLOMON	2014	Female
rasos100	11.48	CarmelitaJETER	2014	Female
rasos100	11.48	EnglishGARDNER	2014	Female
rasos100	11.48	YongliWEI	2014	Female
rasos100	11.48	ErinJONES	2015	Female
rasos100	11.48	MikiahBRISCO	2015	Female
rasos100	11.48	JodieWILLIAMS	2009	Female
rasos100	11.48	OksanaDRAHUN	2009	Female
rasos100	11.48	TinaMURN	2009	Female
rasos100	11.48	YasminKWADWO	2009	Female
rasos100	11.48	SvetlanaNABOKINA	2009	Female
rasos100	11.48	AshtonPURVIS	2009	Female
rasos100	11.48	GloriaKEMASUODE	2009	Female
rasos100	11.48	MarinaKISLOVA	2009	Female
rasos100	11.48	ChristineARRON	2009	Female
rasos100	11.48	YuliyaKATSURA	2009	Female
rasos100	11.48	MurielHURTIS	2009	Female
rasos100	11.48	GeorgiaKOKLONI	2009	Female
rasos100	11.48	IvetLALOVACOLLIO	2009	Female
rasos100	11.48	IkeiylahBROWN	2010	Female
rasos100	11.48	AmberPLOWDEN	2010	Female
rasos100	11.48	GloriaASUMNU	2010	Female
rasos100	11.48	JoiceMADUAKA	2010	Female
rasos100	11.48	KauizaMOREIRAVENANCIO	2010	Female
rasos100	11.48	LaShaunteaMOORE	2010	Female
rasos100	11.48	YunaMEKHTIZADE	2010	Female
rasos100	11.48	KristineSCOTT	2010	Female
rasos100	11.48	JenebaTARMOH	2010	Female
rasos100	11.48	MyasiaJACOBS	2010	Female
rasos100	11.48	AyannaHUTCHINSON	2010	Female
rasos100	11.48	SchillonieCALVERTPOWELL	2010	Female
rasos100	11.48	IvetLALOVACOLLIO	2010	Female
rasos100	11.48	AshtonPURVIS	2010	Female
rasos100	11.48	LauraTURNER	2010	Female
rasos100	11.48	VolhaASTASHKA	2010	Female
rasos100	11.48	ManuelaLEVORATO	2010	Female
rasos100	11.48	CélineDISTELBONNET	2010	Female
rasos100	11.48	LinaGRINCIKAITÉSAMUOLÉ	2010	Female
rasos100	11.48	AnneCIBIS	2010	Female
rasos100	11.48	TakeiaPINCKNEY	2010	Female
rasos100	11.48	LinaGRINCIKAITÉSAMUOLÉ	2010	Female
rasos100	11.48	AilisMCSWEENEY	2010	Female
rasos100	11.48	KatherineENDACOTT	2010	Female
rasos100	11.48	YasminKWADWO	2010	Female
rasos100	11.48	YelizavetaBRYZGINA	2010	Female
rasos100	11.48	MariyaRYEMYEN	2010	Female
rasos100	11.48	SimoneFACEY	2010	Female
rasos100	11.48	ChisatoFUKUSHIMA	2010	Female
rasos100	11.48	DelphineBertilleATANGANA	2010	Female
rasos100	11.48	RosângelaSANTOS	2011	Female
rasos100	11.48	BarbaraPIERRE	2011	Female
rasos100	11.48	GeorginaNEMBHARD	2011	Female
rasos100	11.48	AnaClaudiaLEMOS	2011	Female
rasos100	11.48	AurieyallSCOTT	2011	Female
rasos100	11.48	MerlinPALACIOS	2011	Female
rasos100	11.48	ChastityRIGGIEN	2011	Female
rasos100	11.48	JasmineEDGERSON	2011	Female
rasos100	11.48	AndreeaOGRAZEANU	2011	Female
rasos100	11.48	AlinaTALAY	2011	Female
rasos100	11.48	FrancielaDASGRACASKRASUCKI	2011	Female
rasos100	11.48	DominiqueDUNCAN	2011	Female
rasos100	11.48	CandyceMCGRONE	2011	Female
rasos100	11.48	LeenaGÜNTHER	2011	Female
rasos100	11.48	GuzelKHUBBIEVA	2011	Female
rasos100	11.48	TiannaBARTOLETTA	2011	Female
rasos100	11.48	GeorgiaKOKLONI	2011	Female
rasos100	11.48	JeanetteKWAKYE	2011	Female
rasos100	11.48	YekaterinaSMIRNOVA	2011	Female
rasos100	11.48	VéroniqueMANG	2011	Female
rasos100	11.48	EzinneOKPARAEBO	2011	Female
rasos100	11.48	EnduranceABINUWA	2011	Female
rasos100	11.48	FrancielaDASGRACASKRASUCKI	2011	Female
rasos100	11.48	JodieWILLIAMS	2011	Female
rasos100	11.48	MargaretADEOYE	2011	Female
rasos100	11.48	SemoyHACKETT	2011	Female
rasos100	11.48	KaterinaCECHOVÁ	2011	Female
rasos100	11.48	SheniquaFERGUSON	2011	Female
rasos100	11.48	SheniquaFERGUSON	2011	Female
rasos100	11.48	TatjanaPINTO	2011	Female
rasos100	11.48	AleksandraFEDORIVASPAYER	2011	Female
rasos100	11.48	YuliyaKASHINA	2011	Female
rasos100	11.48	YunaMEKHTIZADE	2011	Female
rasos100	11.48	YelizavetaDEMIROVA	2011	Female
rasos100	11.48	KaterinaCECHOVÁ	2011	Female
rasos100	11.48	CandyceMCGRONE	2011	Female
rasos100	11.48	KaterinaCECHOVÁ	2011	Female
rasos100	11.48	CarimaLOUAMI	2011	Female
rasos100	11.48	AnneChristinaHAACK	2011	Female
rasos100	11.48	KaterinaCECHOVÁ	2011	Female
rasos100	11.48	RosângelaSANTOS	2011	Female
rasos100	11.48	EzinneOKPARAEBO	2011	Female
rasos100	11.48	MichelleLeeAHYE	2011	Female
rasos100	11.48	JeanetteKWAKYE	2011	Female
rasos100	11.48	OlesyaPOVH	2011	Female
rasos100	11.48	XianpingHA	2011	Female
rasos100	11.48	HrystynaSTUY	2011	Female
rasos100	11.48	MelissaBREEN	2012	Female
rasos100	11.48	MelissaBREEN	2012	Female
rasos100	11.48	FrancielaDASGRACASKRASUCKI	2012	Female
rasos100	11.48	DarshayDAVIS	2012	Female
rasos100	11.48	ChauntaeBAYNE	2012	Female
rasos100	11.48	AaliyahBROWN	2012	Female
rasos100	11.48	TsholofeloSELEMELATHIPE	2012	Female
rasos100	11.48	DominiqueKIMPEL	2012	Female
rasos100	11.48	MianaGRIFFITHS	2012	Female
rasos100	11.48	KeilahTYSON	2012	Female
rasos100	11.48	AnnaSCOTT	2015	Female
rasos100	11.48	JenniferMADU	2015	Female
rasos100	11.48	YongliWEI	2015	Female
rasos100	11.48	RavinGILBERT	2015	Female
rasos100	11.48	IsidoraJIMÉNEZ	2015	Female
rasos100	11.48	MujingaKAMBUNDJI	2015	Female
rasos100	11.48	MarikaPOPOWICZDRAPALA	2015	Female
rasos100	11.48	MoeshaDAVIDSON	2015	Female
rasos100	11.48	MunaLEE	2015	Female
rasos100	11.48	InnaEFTIMOVA	2015	Female
rasos100	11.48	EricaALEXANDER	2015	Female
rasos100	11.48	VéroniqueMANG	2015	Female
rasos100	11.48	AnnaGOLOVINA	2015	Female
rasos100	11.48	FlingsOWUSUAGYAPONG	2015	Female
rasos100	11.48	AndreaIVANCEVIC	2015	Female
rasos100	11.48	JamileSAMUEL	2015	Female
rasos100	11.48	EwaSWOBODA	2015	Female
rasos100	11.48	CandaceHILL	2015	Female
rasos100	11.48	AshaPHILIP	2015	Female
rasos100	11.48	JelissaWESTNEY	2015	Female
rasos100	11.48	MontellDOUGLAS	2015	Female
rasos100	11.48	TiffanyTOWNSEND	2015	Female
rasos100	11.48	LorèneDorcasBAZOLO	2015	Female
rasos100	11.48	AnnaKIELBASINSKA	2015	Female
rasos100	11.48	MarisolNarcisaLANDÁZURI	2015	Female
rasos100	11.48	SheniquaFERGUSON	2015	Female
rasos100	11.48	GinaLÜCKENKEMPER	2015	Female
rasos100	11.48	TiffanyTOWNSEND	2015	Female
rasos100	11.48	MajaMIHALINEC	2015	Female
rasos100	11.48	KhiannaGRAY	2016	Female
rasos100	11.48	JessicaBEARD	2016	Female
rasos100	11.48	GemmaACHEAMPONG	2016	Female
rasos100	11.48	MahagonyJONES	2016	Female
rasos100	11.48	ShenelCROOKE	2016	Female
rasos100	11.48	TristieJOHNSON	2016	Female
rasos100	11.48	ShashaleeFORBES	2016	Female
rasos100	11.48	FlorianeGNAFOUA	2016	Female
rasos100	11.48	StellaAKAKPO	2016	Female
rasos100	11.48	BarbaraPIERRE	2016	Female
rasos100	11.48	SheKaraMARTIN	2016	Female
rasos100	11.48	NooralottaNEZIRI	2016	Female
rasos100	11.48	ShaiAnneDAVIS	2016	Female
rasos100	11.48	AgataFORKASIEWICZ	2016	Female
rasos100	11.48	KhadijaSULEMAN	2016	Female
rasos100	11.48	CindyOFILI	2016	Female
rasos100	11.48	DeannaHILL	2016	Female
rasos100	11.48	StellaAKAKPO	2016	Female
rasos100	11.48	NikiaSQUIRE	2016	Female
rasos100	11.48	ToeaWISIL	2016	Female
rasos100	11.48	YasminKWADWO	2016	Female
rasos100	11.48	LauraMÜLLER	2016	Female
rasos100	11.48	JosefinaELSLER	2016	Female
rasos100	11.48	ShaiAnneDAVIS	2016	Female
rasos100	11.48	MichelleLeeAHYE	2016	Female
rasos100	11.48	AlexandraBURGHARDT	2016	Female
rasos100	11.48	RemonaBURCHELL	2016	Female
rasos100	11.48	MajaMIHALINEC	2016	Female
rasos100	11.48	AndreaPURICA	2016	Female
rasos100	11.48	SchillonieCALVERTPOWELL	2016	Female
rasos100	11.48	AlexisFAULKNOR	2016	Female
rasos100	11.48	JadeBAILEY	2016	Female
rasos100	11.48	ManqiGE	2016	Female
rasos100	11.48	AnnaKUKUSHKINA	2016	Female
rasos100	11.48	KeshiaBeverlyKWADWO	2016	Female
rasos100	11.48	MariyaMOKROVA	2016	Female
rasos100	11.48	AlexandraBURGHARDT	2016	Female
rasos100	11.48	CélineDISTELBONNET	2016	Female
rasos100	11.48	ZainabSANNI	2016	Female
rasos100	11.48	GloriaHOOPER	2016	Female
rasos100	11.48	KristinaKHOROSHEVA	2016	Female
rasos100	11.48	YongliWEI	2016	Female
rasos100	11.48	EliecithPALACIOS	2016	Female
rasos100	11.48	ToeaWISIL	2016	Female
rasos100	11.48	ChristaniaWILLIAMS	2016	Female
rasos100	11.48	KhaddiSAGNIA	2016	Female
rasos100	11.48	ToeaWISIL	2017	Female
rasos100	11.48	TebogoMAMATHU	2017	Female
rasos100	11.48	TamekaWILLIAMS	2017	Female
rasos100	11.48	KamariaBROWN	2017	Female
rasos100	11.48	SchillonieCALVERTPOWELL	2017	Female
rasos100	11.48	LeyaBUCHANAN	2017	Female
rasos100	11.48	CandaceHILL	2017	Female
rasos100	11.48	SydneyWASHINGTON	2017	Female
rasos100	11.48	CorinneHUMPHREYS	2017	Female
rasos100	11.48	GabrielleCUNNINGHAM	2017	Female
rasos100	11.48	GennaSETTLE	2017	Female
rasos100	11.48	HannahWOOD	2017	Female
rasos100	11.48	CarmieshaCOX	2017	Female
rasos100	11.48	KrystsinaTSIMANOUSKAYA	2017	Female
rasos100	11.48	AudreyALLOH	2017	Female
rasos100	11.48	AshaPHILIP	2017	Female
rasos100	11.48	AmelieSophieLEDERER	2017	Female
rasos100	11.48	ImaniLANSIQUOT	2017	Female
rasos100	11.48	DuteeCHAND	2017	Female
rasos100	11.48	HannaMaariLATVALA	2017	Female
rasos100	11.48	EwaSWOBODA	2017	Female
rasos100	11.48	AyodeleIKUESAN	2017	Female
rasos100	11.48	AshleySEYMOUR	2017	Female
rasos100	11.48	ToeaWISIL	2017	Female
rasos100	11.48	AudreySEGREE	2017	Female
rasos100	11.48	SymoneMASON	2017	Female
rasos100	11.48	Sha'CarriRICHARDSON	2017	Female
rasos100	11.48	AnekaBRISSETT	2017	Female
rasos100	11.48	SaloméKORA	2017	Female
rasos100	11.48	StellaAKAKPO	2017	Female
rasos100	11.48	YongliWEI	2017	Female
rasos100	11.48	AnaClaudiaLEMOS	2017	Female
rasos100	11.48	SemoyHACKETT	2017	Female
rasos100	11.48	SarahATCHO	2017	Female
rasos100	11.48	ToeaWISIL	2017	Female
rasos100	11.48	Sha'CarriRICHARDSON	2017	Female
rasos100	11.48	TamariDAVIS	2017	Female
rasos100	11.48	CorinneHUMPHREYS	2017	Female
rasos100	11.48	QiqiYUAN	2017	Female
rasos100	11.48	IgbinosunISOKEN	2017	Female
rasos100	11.48	ShashaleeFORBES	2018	Female
rasos100	11.48	KevonaDAVIS	2018	Female
rasos100	11.48	NatashaMORRISON	2018	Female
rasos100	11.48	BlessingOGUNDIRAN	2018	Female
rasos100	11.48	KerronSTEWART	2018	Female
rasos100	11.48	StephanieKALU	2018	Female
rasos100	11.48	CierraWHITE	2018	Female
rasos100	11.48	IsidoraJIMÉNEZ	2018	Female
rasos100	11.48	ShaynaYON	2018	Female
rasos100	11.48	IsidoraJIMÉNEZ	2018	Female
rasos100	11.48	JaylaKIRKLAND	2018	Female
rasos100	11.48	VenessaD'ARPINO	2018	Female
rasos100	11.48	KiaraPARKER	2018	Female
rasos100	11.48	IreneSIRAGUSA	2018	Female
rasos100	11.48	TiffaniJOHNSON	2018	Female
rasos100	11.48	BiancaWILLIAMS	2018	Female
rasos100	11.48	PersisWILLIAMSMENSAH	2018	Female
rasos100	11.48	KeshiaBeverlyKWADWO	2018	Female
rasos100	11.48	JessicaBiancaWESSOLLY	2018	Female
rasos100	11.48	SophiaJUNK	2018	Female
rasos100	11.48	SophiaJUNK	2018	Female
rasos100	11.48	VictoriaWOODWARD	2018	Female
rasos100	11.48	FrancielaDASGRACASKRASUCKI	2018	Female
rasos100	11.48	TebogoMAMATHU	2018	Female
rasos100	11.48	EstelaGARCÍA	2018	Female
rasos100	11.48	DianaVAISMAN	2018	Female
rasos100	11.48	ReyareTHOMAS	2018	Female
rasos100	11.48	ReyareTHOMAS	2018	Female
rasos100	11.48	AlexandraBURGHARDT	2018	Female
rasos100	11.48	KristinaSIVKOVA	2018	Female
rasos100	11.48	AnastasiyaGRIGORYEVA	2018	Female
rasos100	11.48	LorraineMARTINS	2018	Female
rasos100	11.48	LorèneDorcasBAZOLO	2018	Female
rasos100	11.48	SaloméKORA	2018	Female
rasos100	11.48	MarijeVANHUNENSTIJN	2018	Female
rasos100	11.48	DaryllNEITA	2018	Female
rasos100	11.48	KláraSEIDLOVÁ	2018	Female
rasos100	11.48	FrancielaDASGRACASKRASUCKI	2018	Female
rasos100	11.48	EdidiongOfinomeODIONG	2018	Female
rasos100	11.48	SarahATCHO	2018	Female
rasos100	11.48	BiancaWILLIAMS	2018	Female
rasos100	11.48	AlphonsusPeaceUKO	2018	Female
